"pptid","Condition","Match","Bet.Category","Subcategory","Bet.Description","Stake","Potential.Payout"
"F.0081","Control","","","Endowment","Unspent",3,3
"F.0334","Treatment","","","Endowment","Unspent",0,0
"F.0104","Control","","","Endowment","Unspent",1,1
"F.0282","Treatment","","","Endowment","Unspent",3,3
"F.0139","Control","","","Endowment","Unspent",2,2
"F.0804","Control","","","Endowment","Unspent",3,3
"F.0274","Control","","","Endowment","Unspent",0,0
"F.0058","Treatment","","","Endowment","Unspent",0,0
"F.0278","Treatment","","","Endowment","Unspent",0,0
"F.0667","Control","","","Endowment","Unspent",3,3
"F.0062","Treatment","","","Endowment","Unspent",0,0
"F.0676","Control","","","Endowment","Unspent",3,3
"F.0272","Control","","","Endowment","Unspent",0,0
"F.1086","Control","","","Endowment","Unspent",0,0
"F.0631","Control","","","Endowment","Unspent",0,0
"F.0720","Control","","","Endowment","Unspent",3,3
"F.1120","Treatment","","","Endowment","Unspent",2,2
"F.0939","Control","","","Endowment","Unspent",2,2
"F.1097","Treatment","","","Endowment","Unspent",3,3
"F.0111","Treatment","","","Endowment","Unspent",0,0
"F.0302","Treatment","","","Endowment","Unspent",0,0
"F.0063","Treatment","","","Endowment","Unspent",0,0
"F.0806","Control","","","Endowment","Unspent",0,0
"F.1244","Control","","","Endowment","Unspent",0,0
"F.0539","Control","","","Endowment","Unspent",0,0
"F.0861","Treatment","","","Endowment","Unspent",3,3
"F.0496","Treatment","","","Endowment","Unspent",3,3
"F.1044","Control","","","Endowment","Unspent",1.5,1.5
"F.0778","Treatment","","","Endowment","Unspent",0,0
"F.0526","Treatment","","","Endowment","Unspent",0,0
"F.0421","Treatment","","","Endowment","Unspent",0,0
"F.1157","Control","","","Endowment","Unspent",2,2
"F.1073","Treatment","","","Endowment","Unspent",0,0
"F.0163","Treatment","","","Endowment","Unspent",0,0
"F.0099","Treatment","","","Endowment","Unspent",3,3
"F.0946","Treatment","","","Endowment","Unspent",3,3
"F.1252","Treatment","","","Endowment","Unspent",0,0
"F.0837","Control","","","Endowment","Unspent",2,2
"F.0728","Control","","","Endowment","Unspent",3,3
"F.1031","Control","","","Endowment","Unspent",0,0
"F.0393","Treatment","","","Endowment","Unspent",1,1
"F.0547","Control","","","Endowment","Unspent",3,3
"F.1255","Control","","","Endowment","Unspent",0,0
"F.0233","Control","","","Endowment","Unspent",3,3
"F.0321","Control","","","Endowment","Unspent",2.5,2.5
"F.0209","Treatment","","","Endowment","Unspent",0,0
"F.0020","Treatment","","","Endowment","Unspent",0,0
"F.1187","Treatment","","","Endowment","Unspent",3,3
"F.1131","Control","","","Endowment","Unspent",3,3
"F.1186","Control","","","Endowment","Unspent",0,0
"F.0839","Control","","","Endowment","Unspent",3,3
"F.0064","Control","","","Endowment","Unspent",0,0
"F.0121","Control","","","Endowment","Unspent",3,3
"F.0426","Control","","","Endowment","Unspent",0,0
"F.0663","Treatment","","","Endowment","Unspent",2,2
"F.1010","Treatment","","","Endowment","Unspent",0,0
"F.0524","Treatment","","","Endowment","Unspent",0,0
"F.0360","Control","","","Endowment","Unspent",0,0
"F.0184","Control","","","Endowment","Unspent",2,2
"F.0922","Control","","","Endowment","Unspent",0,0
"F.0485","Treatment","","","Endowment","Unspent",3,3
"F.1147","Control","","","Endowment","Unspent",3,3
"F.0292","Treatment","","","Endowment","Unspent",2,2
"F.1144","Control","","","Endowment","Unspent",0,0
"F.0307","Treatment","","","Endowment","Unspent",0,0
"F.0037","Treatment","","","Endowment","Unspent",0,0
"F.0685","Treatment","","","Endowment","Unspent",0,0
"F.0943","Control","","","Endowment","Unspent",0,0
"F.1025","Control","","","Endowment","Unspent",0,0
"F.1259","Control","","","Endowment","Unspent",0,0
"F.0546","Treatment","","","Endowment","Unspent",0,0
"F.0412","Control","","","Endowment","Unspent",1,1
"F.0972","Treatment","","","Endowment","Unspent",0,0
"F.0945","Treatment","","","Endowment","Unspent",3,3
"F.1276","Control","","","Endowment","Unspent",3,3
"F.0771","Treatment","","","Endowment","Unspent",0,0
"F.1175","Control","","","Endowment","Unspent",0,0
"F.0281","Control","","","Endowment","Unspent",3,3
"F.1256","Control","","","Endowment","Unspent",0,0
"F.0712","Control","","","Endowment","Unspent",3,3
"F.0525","Control","","","Endowment","Unspent",0,0
"F.0761","Control","","","Endowment","Unspent",2,2
"F.1124","Control","","","Endowment","Unspent",2.1,2.1
"F.1105","Control","","","Endowment","Unspent",3,3
"F.0377","Control","","","Endowment","Unspent",0,0
"F.1078","Control","","","Endowment","Unspent",1,1
"F.0940","Control","","","Endowment","Unspent",0,0
"F.1056","Treatment","","","Endowment","Unspent",3,3
"F.0114","Treatment","","","Endowment","Unspent",0,0
"F.0887","Treatment","","","Endowment","Unspent",2.75,2.75
"F.0786","Control","","","Endowment","Unspent",3,3
"F.0434","Control","","","Endowment","Unspent",0,0
"F.0721","Treatment","","","Endowment","Unspent",0,0
"F.0456","Treatment","","","Endowment","Unspent",3,3
"F.0724","Treatment","","","Endowment","Unspent",3,3
"F.1235","Treatment","","","Endowment","Unspent",0,0
"F.0419","Treatment","","","Endowment","Unspent",3,3
"F.0204","Treatment","","","Endowment","Unspent",0,0
"F.0095","Control","","","Endowment","Unspent",0,0
"F.0079","Control","","","Endowment","Unspent",0,0
"F.0375","Treatment","","","Endowment","Unspent",3,3
"F.0493","Treatment","","","Endowment","Unspent",0,0
"F.0003","Control","","","Endowment","Unspent",3,3
"F.0439","Control","","","Endowment","Unspent",2,2
"F.0908","Treatment","","","Endowment","Unspent",3,3
"F.0619","Treatment","","","Endowment","Unspent",3,3
"F.0026","Control","","","Endowment","Unspent",3,3
"F.0816","Treatment","","","Endowment","Unspent",3,3
"F.0448","Control","","","Endowment","Unspent",1.8,1.8
"F.0094","Treatment","","","Endowment","Unspent",0,0
"F.0198","Treatment","","","Endowment","Unspent",3,3
"F.1231","Control","","","Endowment","Unspent",0,0
"F.1171","Treatment","","","Endowment","Unspent",0,0
"F.0976","Control","","","Endowment","Unspent",0,0
"F.0834","Treatment","","","Endowment","Unspent",0,0
"F.0251","Control","","","Endowment","Unspent",3,3
"F.0792","Treatment","","","Endowment","Unspent",1,1
"F.1313","Treatment","","","Endowment","Unspent",3,3
"F.0257","Treatment","","","Endowment","Unspent",1,1
"F.0263","Control","","","Endowment","Unspent",0,0
"F.1052","Treatment","","","Endowment","Unspent",0,0
"F.0600","Treatment","","","Endowment","Unspent",0,0
"F.0294","Treatment","","","Endowment","Unspent",0,0
"F.0907","Control","","","Endowment","Unspent",0,0
"F.1035","Control","","","Endowment","Unspent",0,0
"F.0010","Control","","","Endowment","Unspent",3,3
"F.0373","Control","","","Endowment","Unspent",3,3
"F.0748","Control","","","Endowment","Unspent",3,3
"F.0016","Treatment","","","Endowment","Unspent",3,3
"F.0964","Treatment","","","Endowment","Unspent",0,0
"F.0423","Control","","","Endowment","Unspent",3,3
"F.0618","Control","","","Endowment","Unspent",1,1
"F.1260","Treatment","","","Endowment","Unspent",1,1
"F.0625","Control","","","Endowment","Unspent",3,3
"F.1024","Treatment","","","Endowment","Unspent",0,0
"F.0175","Treatment","","","Endowment","Unspent",3,3
"F.0085","Treatment","","","Endowment","Unspent",3,3
"F.1270","Treatment","","","Endowment","Unspent",0,0
"F.0731","Treatment","","","Endowment","Unspent",0,0
"F.0992","Control","","","Endowment","Unspent",3,3
"F.1008","Treatment","","","Endowment","Unspent",1,1
"F.0445","Control","","","Endowment","Unspent",0,0
"F.0803","Control","","","Endowment","Unspent",3,3
"F.0246","Control","","","Endowment","Unspent",3,3
"F.0565","Treatment","","","Endowment","Unspent",0,0
"F.0391","Treatment","","","Endowment","Unspent",3,3
"F.0031","Control","","","Endowment","Unspent",0,0
"F.0077","Treatment","","","Endowment","Unspent",1.55,1.55
"F.1143","Control","","","Endowment","Unspent",3,3
"F.1154","Control","","","Endowment","Unspent",0,0
"F.0180","Control","","","Endowment","Unspent",3,3
"F.0018","Treatment","","","Endowment","Unspent",3,3
"F.0583","Treatment","","","Endowment","Unspent",3,3
"F.0715","Treatment","","","Endowment","Unspent",3,3
"F.0669","Treatment","","","Endowment","Unspent",0,0
"F.0440","Control","","","Endowment","Unspent",0,0
"F.0245","Treatment","","","Endowment","Unspent",3,3
"F.1009","Treatment","","","Endowment","Unspent",0,0
"F.0271","Control","","","Endowment","Unspent",1,1
"F.0228","Control","","","Endowment","Unspent",3,3
"F.1162","Treatment","","","Endowment","Unspent",2,2
"F.1178","Treatment","","","Endowment","Unspent",2,2
"F.1185","Treatment","","","Endowment","Unspent",3,3
"F.1266","Control","","","Endowment","Unspent",1.5,1.5
"F.1180","Treatment","","","Endowment","Unspent",0,0
"F.0687","Control","","","Endowment","Unspent",3,3
"F.0984","Treatment","","","Endowment","Unspent",0,0
"F.0830","Control","","","Endowment","Unspent",3,3
"F.0288","Treatment","","","Endowment","Unspent",3,3
"F.0606","Control","","","Endowment","Unspent",0,0
"F.1075","Control","","","Endowment","Unspent",0,0
"F.0232","Control","","","Endowment","Unspent",0,0
"F.1085","Treatment","","","Endowment","Unspent",1.5,1.5
"F.0805","Control","","","Endowment","Unspent",3,3
"F.0913","Treatment","","","Endowment","Unspent",0,0
"F.0758","Control","","","Endowment","Unspent",2.5,2.5
"F.0587","Treatment","","","Endowment","Unspent",0,0
"F.1112","Treatment","","","Endowment","Unspent",3,3
"F.0622","Control","","","Endowment","Unspent",2,2
"F.0923","Control","","","Endowment","Unspent",0,0
"F.0522","Treatment","","","Endowment","Unspent",0,0
"F.0897","Control","","","Endowment","Unspent",0,0
"F.0801","Control","","","Endowment","Unspent",0,0
"F.1206","Control","","","Endowment","Unspent",0,0
"F.0262","Treatment","","","Endowment","Unspent",0,0
"F.0414","Control","","","Endowment","Unspent",3,3
"F.0680","Treatment","","","Endowment","Unspent",3,3
"F.0759","Control","","","Endowment","Unspent",3,3
"F.0817","Treatment","","","Endowment","Unspent",3,3
"F.0989","Control","","","Endowment","Unspent",0,0
"F.0938","Control","","","Endowment","Unspent",0,0
"F.0106","Control","","","Endowment","Unspent",2.5,2.5
"F.0483","Treatment","","","Endowment","Unspent",0,0
"F.0577","Treatment","","","Endowment","Unspent",0,0
"F.0718","Treatment","","","Endowment","Unspent",0,0
"F.0309","Treatment","","","Endowment","Unspent",3,3
"F.0277","Control","","","Endowment","Unspent",2,2
"F.0259","Control","","","Endowment","Unspent",2,2
"F.0671","Control","","","Endowment","Unspent",2,2
"F.0937","Treatment","","","Endowment","Unspent",3,3
"F.0807","Control","","","Endowment","Unspent",3,3
"F.1212","Control","","","Endowment","Unspent",3,3
"F.0157","Treatment","","","Endowment","Unspent",0,0
"F.0520","Control","","","Endowment","Unspent",3,3
"F.1315","Control","","","Endowment","Unspent",0,0
"F.0075","Treatment","","","Endowment","Unspent",0,0
"F.0133","Treatment","","","Endowment","Unspent",0,0
"F.0995","Treatment","","","Endowment","Unspent",0,0
"F.0322","Treatment","","","Endowment","Unspent",3,3
"F.1312","Treatment","","","Endowment","Unspent",3,3
"F.0692","Control","","","Endowment","Unspent",3,3
